episode,return,steps,epsilon,avg_mastery,frac_mastery3,mastered_hard,mastered_soft
282,686.9999999999992,100,0.0857165414579358,1.3333333333333333,0.3333333333333333,0,0
283,716.9999999999987,100,0.08545939183356199,1.0,0.3333333333333333,0,0
284,652.9999999999986,100,0.08520301365806131,1.0,0.3333333333333333,0,0
285,385.99999999999943,100,0.08494740461708712,1.6666666666666667,0.3333333333333333,0,0
286,408.999999999999,100,0.08469256240323586,1.0,0.3333333333333333,0,0
287,685.9999999999989,100,0.08443848471602615,1.3333333333333333,0.3333333333333333,0,0
288,666.9999999999987,100,0.08418516926187807,1.0,0.3333333333333333,0,0
289,602.9999999999991,100,0.08393261375409243,1.0,0.3333333333333333,0,0
290,593.9999999999987,100,0.08368081591283015,1.0,0.3333333333333333,0,0
291,571.9999999999987,100,0.08342977346509166,1.0,0.3333333333333333,0,0
292,405.9999999999995,100,0.08317948414469638,1.3333333333333333,0.3333333333333333,0,0
293,643.9999999999987,100,0.0829299456922623,1.3333333333333333,0.3333333333333333,0,0
294,418.9999999999994,100,0.08268115585518551,2.3333333333333335,0.3333333333333333,0,0
295,631.999999999999,100,0.08243311238761995,1.0,0.3333333333333333,0,0
296,620.999999999999,100,0.0821858130504571,1.3333333333333333,0.3333333333333333,0,0
297,527.9999999999993,100,0.08193925561130572,1.3333333333333333,0.3333333333333333,0,0
298,516.999999999999,100,0.0816934378444718,2.0,0.6666666666666666,0,0
299,577.9999999999993,100,0.08144835753093839,1.0,0.3333333333333333,0,0
300,634.9999999999993,100,0.08120401245834558,0.6666666666666666,0.0,0,0
301,629.9999999999991,100,0.08096040042097054,1.0,0.3333333333333333,0,0
302,533.9999999999993,100,0.08071751921970763,1.3333333333333333,0.3333333333333333,0,0
303,758.9999999999989,100,0.0804753666620485,1.3333333333333333,0.3333333333333333,0,0
304,731.9999999999986,100,0.08023394056206236,1.0,0.3333333333333333,0,0
305,617.9999999999986,100,0.07999323874037617,1.0,0.3333333333333333,0,0
306,432.9999999999992,100,0.07975325902415505,2.0,0.6666666666666666,0,0
307,617.9999999999991,100,0.07951399924708258,1.3333333333333333,0.3333333333333333,0,0
308,692.9999999999992,100,0.07927545724934133,1.0,0.3333333333333333,0,0
309,527.9999999999989,100,0.07903763087759332,2.0,0.6666666666666666,0,0
310,486.9999999999989,100,0.07880051798496053,2.0,0.6666666666666666,0,0
311,723.999999999999,100,0.07856411643100565,1.0,0.3333333333333333,0,0
312,386.99999999999955,100,0.07832842408171263,2.0,0.6666666666666666,0,0
313,621.9999999999991,100,0.0780934388094675,1.0,0.3333333333333333,0,0
314,557.9999999999993,100,0.0778591584930391,1.0,0.3333333333333333,0,0
315,441.99999999999926,100,0.07762558101755998,1.3333333333333333,0.3333333333333333,0,0
316,371.99999999999926,100,0.0773927042745073,1.0,0.3333333333333333,0,0
317,430.9999999999993,100,0.07716052616168377,1.3333333333333333,0.3333333333333333,0,0
318,423.9999999999995,100,0.07692904458319871,1.6666666666666667,0.3333333333333333,0,0
319,501.9999999999989,100,0.07669825744944912,1.3333333333333333,0.3333333333333333,0,0
320,536.999999999999,100,0.07646816267710077,1.3333333333333333,0.3333333333333333,0,0
321,531.9999999999992,100,0.07623875818906947,1.3333333333333333,0.3333333333333333,0,0
322,488.99999999999955,100,0.07601004191450227,1.6666666666666667,0.3333333333333333,0,0
323,622.999999999999,100,0.07578201178875876,1.3333333333333333,0.3333333333333333,0,0
324,650.9999999999992,100,0.07555466575339248,1.0,0.3333333333333333,0,0
325,610.999999999999,100,0.0753280017561323,1.3333333333333333,0.3333333333333333,0,0
326,388.9999999999992,100,0.0751020177508639,1.6666666666666667,0.3333333333333333,0,0
327,512.9999999999991,100,0.07487671169761131,1.3333333333333333,0.3333333333333333,0,0
328,438.9999999999991,100,0.07465208156251849,1.3333333333333333,0.3333333333333333,0,0
329,384.99999999999966,100,0.07442812531783093,1.0,0.3333333333333333,0,0
330,513.9999999999992,100,0.07420484094187743,1.0,0.3333333333333333,0,0
331,390.99999999999926,100,0.0739822264190518,1.3333333333333333,0.3333333333333333,0,0
332,593.999999999999,100,0.07376027973979465,1.0,0.3333333333333333,0,0
333,425.9999999999995,100,0.07353899890057528,1.0,0.3333333333333333,0,0
334,482.999999999999,100,0.07331838190387355,2.3333333333333335,0.6666666666666666,0,0
335,619.999999999999,100,0.07309842675816193,1.0,0.3333333333333333,0,0
336,635.9999999999989,100,0.07287913147788744,1.6666666666666667,0.3333333333333333,0,0
337,653.9999999999987,100,0.07266049408345378,1.0,0.3333333333333333,0,0
338,531.9999999999991,100,0.07244251260120342,1.3333333333333333,0.3333333333333333,0,0
339,620.9999999999987,100,0.07222518506339981,1.0,0.3333333333333333,0,0
340,718.999999999999,100,0.07200850950820961,1.0,0.3333333333333333,0,0
341,552.9999999999993,100,0.07179248397968498,1.6666666666666667,0.3333333333333333,0,0
342,687.9999999999987,100,0.07157710652774592,1.0,0.3333333333333333,0,0
343,736.9999999999987,100,0.07136237520816267,0.6666666666666666,0.0,0,0
344,361.99999999999926,100,0.07114828808253819,2.0,0.6666666666666666,0,0
345,639.9999999999989,100,0.07093484321829058,1.0,0.3333333333333333,0,0
346,487.99999999999926,100,0.0707220386886357,2.3333333333333335,0.6666666666666666,0,0
347,271.9999999999999,100,0.0705098725725698,1.0,0.3333333333333333,0,0
348,631.9999999999991,100,0.07029834295485209,2.0,0.3333333333333333,0,0
349,769.9999999999987,100,0.07008744792598753,1.0,0.3333333333333333,0,0
350,611.999999999999,100,0.06987718558220957,1.0,0.3333333333333333,0,0
351,657.9999999999987,100,0.06966755402546294,1.3333333333333333,0.3333333333333333,0,0
352,593.9999999999989,100,0.06945855136338655,1.0,0.3333333333333333,0,0
353,616.9999999999987,100,0.0692501757092964,1.0,0.3333333333333333,0,0
354,716.9999999999989,100,0.06904242518216851,1.0,0.3333333333333333,0,0
355,779.999999999999,100,0.068835297906622,1.0,0.3333333333333333,0,0
356,575.9999999999989,100,0.06862879201290213,1.3333333333333333,0.3333333333333333,0,0
357,757.9999999999987,100,0.06842290563686343,0.6666666666666666,0.0,0,0
358,595.9999999999991,100,0.06821763691995283,1.0,0.3333333333333333,0,0
359,673.9999999999989,100,0.06801298400919298,1.0,0.3333333333333333,0,0
360,585.9999999999989,100,0.06780894505716539,1.0,0.3333333333333333,0,0
361,716.9999999999989,100,0.0676055182219939,1.3333333333333333,0.3333333333333333,0,0
362,626.9999999999991,100,0.06740270166732791,1.0,0.3333333333333333,0,0
363,565.9999999999992,100,0.06720049356232592,1.0,0.3333333333333333,0,0
364,550.9999999999992,100,0.06699889208163895,1.3333333333333333,0.3333333333333333,0,0
365,711.9999999999986,100,0.06679789540539403,1.0,0.3333333333333333,0,0
366,627.9999999999991,100,0.06659750171917785,0.6666666666666666,0.0,0,0
367,617.9999999999987,100,0.06639770921402031,1.3333333333333333,0.3333333333333333,0,0
368,621.9999999999993,100,0.06619851608637825,1.0,0.3333333333333333,0,0
369,689.9999999999991,100,0.06599992053811912,1.0,0.3333333333333333,0,0
370,629.9999999999989,100,0.06580192077650476,2.0,0.6666666666666666,0,0
371,691.9999999999991,100,0.06560451501417525,1.0,0.3333333333333333,0,0
372,628.999999999999,100,0.06540770146913272,1.0,0.3333333333333333,0,0
373,484.9999999999992,100,0.06521147836472532,1.3333333333333333,0.3333333333333333,0,0
374,570.9999999999992,100,0.06501584392963114,1.0,0.3333333333333333,0,0
375,581.9999999999994,100,0.06482079639784225,0.6666666666666666,0.0,0,0
376,697.9999999999987,100,0.06462633400864871,1.0,0.3333333333333333,0,0
377,633.9999999999992,100,0.06443245500662277,1.0,0.3333333333333333,0,0
378,377.99999999999966,100,0.0642391576416029,1.3333333333333333,0.3333333333333333,0,0
379,463.9999999999995,100,0.0640464401686781,2.0,0.6666666666666666,0,0
380,558.9999999999989,100,0.06385430084817206,1.6666666666666667,0.3333333333333333,0,0
381,437.9999999999993,100,0.06366273794562755,1.6666666666666667,0.3333333333333333,0,0
382,380.9999999999994,100,0.06347174973179066,1.0,0.3333333333333333,0,0
383,573.9999999999991,100,0.06328133448259529,2.0,0.6666666666666666,0,0
384,370.9999999999996,100,0.0630914904791475,1.0,0.3333333333333333,0,0
385,419.9999999999989,100,0.06290221600771005,1.0,0.3333333333333333,0,0
386,563.9999999999989,100,0.06271350935968692,1.3333333333333333,0.3333333333333333,0,0
387,470.9999999999993,100,0.06252536883160786,2.0,0.6666666666666666,0,0
388,448.999999999999,100,0.06233779272511304,1.0,0.3333333333333333,0,0
389,682.9999999999987,100,0.062150779346937704,1.3333333333333333,0.3333333333333333,0,0
390,605.9999999999989,100,0.06196432700889689,1.0,0.3333333333333333,0,0
391,676.999999999999,100,0.0617784340278702,1.0,0.3333333333333333,0,0
392,549.9999999999991,100,0.06159309872578659,1.0,0.3333333333333333,0,0
393,702.9999999999989,100,0.061408319429609226,1.0,0.3333333333333333,0,0
394,631.9999999999991,100,0.0612240944713204,1.0,0.3333333333333333,0,0
395,578.9999999999993,100,0.06104042218790644,1.0,0.3333333333333333,0,0
396,555.9999999999991,100,0.06085730092134272,1.3333333333333333,0.3333333333333333,0,0
397,436.9999999999996,100,0.06067472901857869,1.3333333333333333,0.3333333333333333,0,0
398,507.99999999999886,100,0.060492704831522956,1.3333333333333333,0.3333333333333333,0,0
399,419.999999999999,100,0.060311226717028384,1.3333333333333333,0.3333333333333333,0,0
400,409.999999999999,100,0.0601302930368773,1.3333333333333333,0.3333333333333333,0,0
401,452.999999999999,100,0.05994990215776667,1.0,0.3333333333333333,0,0
402,491.9999999999993,100,0.05977005245129337,1.3333333333333333,0.3333333333333333,0,0
403,510.9999999999989,100,0.059590742293939486,1.0,0.3333333333333333,0,0
404,349.9999999999999,100,0.059411970067057666,1.0,0.3333333333333333,0,0
405,507.9999999999992,100,0.059233734156856496,1.0,0.3333333333333333,0,0
406,575.9999999999992,100,0.059056032954385926,0.6666666666666666,0.0,0,0
407,643.9999999999989,100,0.05887886485552277,1.0,0.3333333333333333,0,0
408,580.9999999999993,100,0.058702228260956196,1.3333333333333333,0.3333333333333333,0,0
409,673.999999999999,100,0.058526121576173325,1.3333333333333333,0.3333333333333333,0,0
410,635.999999999999,100,0.058350543211444804,1.0,0.3333333333333333,0,0
411,754.9999999999987,100,0.05817549158181047,1.0,0.3333333333333333,0,0
412,590.999999999999,100,0.05800096510706504,0.6666666666666666,0.0,0,0
413,486.99999999999864,100,0.05782696221174384,1.0,0.3333333333333333,0,0
414,558.9999999999989,100,0.057653481325108606,1.0,0.3333333333333333,0,0
415,400.99999999999926,100,0.05748052088113328,1.0,0.3333333333333333,0,0
416,742.9999999999989,100,0.05730807931848988,1.0,0.3333333333333333,0,0
417,794.9999999999986,100,0.057136155080534407,1.0,0.3333333333333333,0,0
418,720.999999999999,100,0.056964746615292806,1.0,0.3333333333333333,0,0
419,650.9999999999989,100,0.05679385237544693,1.0,0.3333333333333333,0,0
420,666.9999999999989,100,0.05662347081832059,1.0,0.3333333333333333,0,0
421,525.9999999999989,100,0.056453600405865625,1.0,0.3333333333333333,0,0
422,625.9999999999989,100,0.056284239604648026,1.3333333333333333,0.3333333333333333,0,0
423,564.999999999999,100,0.05611538688583408,1.0,0.3333333333333333,0,0
424,542.9999999999992,100,0.05594704072517658,1.0,0.3333333333333333,0,0
425,640.9999999999985,100,0.05577919960300105,1.0,0.3333333333333333,0,0
426,588.9999999999986,100,0.05561186200419205,1.0,0.3333333333333333,0,0
427,361.99999999999943,100,0.05544502641817947,1.0,0.3333333333333333,0,0
428,256.0000000000003,100,0.055278691338924935,1.3333333333333333,0.3333333333333333,0,0
429,369.999999999999,100,0.05511285526490816,1.0,0.3333333333333333,0,0
430,325.99999999999966,100,0.054947516699113436,1.0,0.3333333333333333,0,0
431,279.00000000000017,100,0.054782674149016095,1.0,0.3333333333333333,0,0
432,436.9999999999994,100,0.05461832612656905,1.0,0.3333333333333333,0,0
433,571.9999999999993,100,0.05445447114818934,1.0,0.3333333333333333,0,0
434,711.9999999999989,100,0.05429110773474477,1.0,0.3333333333333333,0,0
435,547.9999999999992,100,0.054128234411540535,1.3333333333333333,0.3333333333333333,0,0
436,751.9999999999989,100,0.05396584970830591,1.0,0.3333333333333333,0,0
437,524.9999999999992,100,0.05380395215918099,1.0,0.3333333333333333,0,0
438,568.9999999999992,100,0.05364254030270345,1.0,0.3333333333333333,0,0
439,629.9999999999989,100,0.05348161268179534,1.0,0.3333333333333333,0,0
440,645.9999999999987,100,0.053321167843749954,2.0,0.3333333333333333,0,0
441,473.99999999999915,100,0.053161204340218704,1.3333333333333333,0.3333333333333333,0,0
442,515.9999999999995,100,0.05300172072719805,1.0,0.3333333333333333,0,0
443,335.9999999999998,100,0.052842715565016456,2.0,0.6666666666666666,0,0
444,708.9999999999986,100,0.052684187418321406,1.0,0.3333333333333333,0,0
445,649.999999999999,100,0.05252613485606644,1.0,0.3333333333333333,0,0
446,533.9999999999992,100,0.052368556451498245,1.0,0.3333333333333333,0,0
447,611.9999999999987,100,0.05221145078214375,1.0,0.3333333333333333,0,0
448,828.9999999999986,100,0.05205481642979732,1.0,0.3333333333333333,0,0
449,695.9999999999986,100,0.05189865198050793,1.0,0.3333333333333333,0,0
450,634.9999999999987,100,0.051742956024566404,2.0,0.6666666666666666,0,0
451,741.9999999999987,100,0.05158772715649271,1.0,0.3333333333333333,0,0
452,451.99999999999966,100,0.05143296397502323,1.0,0.3333333333333333,0,0
453,673.9999999999991,100,0.051278665083098154,1.0,0.3333333333333333,0,0
454,661.9999999999989,100,0.05112482908784886,1.0,0.3333333333333333,0,0
455,661.9999999999991,100,0.05097145460058531,1.0,0.3333333333333333,0,0
456,787.9999999999987,100,0.05081854023678355,1.0,0.3333333333333333,0,0
457,626.9999999999991,100,0.0506660846160732,2.0,0.6666666666666666,0,0
458,807.9999999999989,100,0.05051408636222498,1.0,0.3333333333333333,0,0
459,677.9999999999986,100,0.050362544103138306,1.3333333333333333,0.3333333333333333,0,0
460,701.9999999999986,100,0.05021145647082889,1.0,0.3333333333333333,0,0
461,579.9999999999989,100,0.05006082210141641,1.0,0.3333333333333333,0,0
462,553.999999999999,100,0.05,1.0,0.3333333333333333,0,0
463,543.9999999999994,100,0.05,1.0,0.3333333333333333,0,0
464,727.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
465,589.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
466,480.9999999999995,100,0.05,1.0,0.3333333333333333,0,0
467,664.9999999999992,100,0.05,1.0,0.3333333333333333,0,0
468,711.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
469,803.9999999999987,100,0.05,1.3333333333333333,0.3333333333333333,0,0
470,691.9999999999992,100,0.05,1.0,0.3333333333333333,0,0
471,625.9999999999992,100,0.05,1.0,0.3333333333333333,0,0
472,722.9999999999987,100,0.05,1.3333333333333333,0.3333333333333333,0,0
473,817.9999999999986,100,0.05,1.3333333333333333,0.3333333333333333,0,0
474,705.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
475,531.9999999999995,100,0.05,1.0,0.3333333333333333,0,0
476,680.9999999999991,100,0.05,0.6666666666666666,0.0,0,0
477,649.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
478,437.9999999999995,100,0.05,1.3333333333333333,0.3333333333333333,0,0
479,434.99999999999966,100,0.05,1.3333333333333333,0.3333333333333333,0,0
480,387.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
481,498.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
482,571.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
483,747.999999999999,100,0.05,1.0,0.3333333333333333,0,0
484,594.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
485,568.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
486,347.99999999999966,100,0.05,1.0,0.3333333333333333,0,0
487,494.99999999999926,100,0.05,1.0,0.3333333333333333,0,0
488,763.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
489,701.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
490,575.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
491,766.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
492,449.999999999999,100,0.05,1.0,0.3333333333333333,0,0
493,599.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
494,744.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
495,643.9999999999991,100,0.05,2.0,0.3333333333333333,0,0
496,504.99999999999955,100,0.05,1.0,0.3333333333333333,0,0
497,589.999999999999,100,0.05,1.0,0.3333333333333333,0,0
498,556.9999999999994,100,0.05,2.0,0.6666666666666666,0,0
499,641.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
500,605.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
501,779.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
502,592.9999999999989,100,0.05,1.6666666666666667,0.3333333333333333,0,0
503,291.00000000000017,100,0.05,1.3333333333333333,0.3333333333333333,0,0
504,380.9999999999993,100,0.05,2.0,0.6666666666666666,0,0
505,435.99999999999886,100,0.05,1.0,0.3333333333333333,0,0
506,609.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
507,621.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
508,653.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
509,513.9999999999987,100,0.05,1.6666666666666667,0.3333333333333333,0,0
510,516.9999999999987,100,0.05,2.0,0.6666666666666666,0,0
511,517.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
512,457.9999999999992,100,0.05,1.6666666666666667,0.3333333333333333,0,0
513,425.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
514,517.9999999999993,100,0.05,2.0,0.6666666666666666,0,0
515,268.00000000000017,100,0.05,1.0,0.0,0,0
516,352.99999999999983,100,0.05,2.0,0.6666666666666666,0,0
517,503.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
518,562.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
519,609.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
520,475.99999999999955,100,0.05,1.0,0.3333333333333333,0,0
521,404.9999999999996,100,0.05,1.0,0.3333333333333333,0,0
522,531.999999999999,100,0.05,2.0,0.6666666666666666,0,0
523,588.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
524,517.999999999999,100,0.05,1.6666666666666667,0.3333333333333333,0,0
525,488.999999999999,100,0.05,1.0,0.3333333333333333,0,0
526,537.999999999999,100,0.05,1.0,0.3333333333333333,0,0
527,473.9999999999995,100,0.05,1.0,0.3333333333333333,0,0
528,501.99999999999926,100,0.05,1.0,0.3333333333333333,0,0
529,503.9999999999989,100,0.05,0.6666666666666666,0.0,0,0
530,410.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
531,212.0000000000004,100,0.05,1.6666666666666667,0.3333333333333333,0,0
532,586.999999999999,100,0.05,2.0,0.6666666666666666,0,0
533,601.999999999999,100,0.05,1.0,0.3333333333333333,0,0
534,378.9999999999996,100,0.05,1.6666666666666667,0.3333333333333333,0,0
535,389.9999999999996,100,0.05,2.0,0.6666666666666666,0,0
536,607.999999999999,100,0.05,1.3333333333333333,0.3333333333333333,0,0
537,562.999999999999,100,0.05,1.3333333333333333,0.3333333333333333,0,0
538,626.999999999999,100,0.05,1.0,0.3333333333333333,0,0
539,543.9999999999992,100,0.05,1.3333333333333333,0.3333333333333333,0,0
540,726.999999999999,100,0.05,1.3333333333333333,0.3333333333333333,0,0
541,386.9999999999997,100,0.05,2.0,0.6666666666666666,0,0
542,701.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
543,723.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
544,576.9999999999994,100,0.05,1.0,0.3333333333333333,0,0
545,490.9999999999996,100,0.05,1.6666666666666667,0.3333333333333333,0,0
546,398.9999999999998,100,0.05,2.3333333333333335,0.6666666666666666,0,0
547,488.9999999999994,100,0.05,2.0,0.3333333333333333,0,0
548,552.9999999999995,100,0.05,1.0,0.3333333333333333,0,0
549,546.9999999999991,100,0.05,2.0,0.6666666666666666,0,0
550,443.9999999999996,100,0.05,1.0,0.3333333333333333,0,0
551,709.9999999999987,100,0.05,1.6666666666666667,0.3333333333333333,0,0
552,775.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
553,589.9999999999989,100,0.05,2.3333333333333335,0.6666666666666666,0,0
554,476.99999999999926,100,0.05,1.3333333333333333,0.3333333333333333,0,0
555,533.9999999999989,100,0.05,2.0,0.6666666666666666,0,0
556,582.9999999999989,100,0.05,1.3333333333333333,0.3333333333333333,0,0
557,554.9999999999991,100,0.05,2.0,0.6666666666666666,0,0
558,411.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
559,354.9999999999999,100,0.05,2.0,0.6666666666666666,0,0
560,634.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
561,391.99999999999943,100,0.05,1.6666666666666667,0.3333333333333333,0,0
562,701.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
563,356.9999999999998,100,0.05,1.3333333333333333,0.3333333333333333,0,0
564,418.99999999999955,100,0.05,1.6666666666666667,0.3333333333333333,0,0
565,689.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
566,623.9999999999986,100,0.05,1.6666666666666667,0.3333333333333333,0,0
567,530.999999999999,100,0.05,1.0,0.3333333333333333,0,0
568,553.999999999999,100,0.05,2.0,0.6666666666666666,0,0
569,379.9999999999998,100,0.05,2.0,0.6666666666666666,0,0
570,664.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
571,755.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
572,507.9999999999989,100,0.05,2.0,0.6666666666666666,0,0
573,606.9999999999987,100,0.05,2.0,0.6666666666666666,0,0
574,435.9999999999989,100,0.05,1.3333333333333333,0.3333333333333333,0,0
575,534.999999999999,100,0.05,1.6666666666666667,0.3333333333333333,0,0
576,753.9999999999986,100,0.05,1.3333333333333333,0.3333333333333333,0,0
577,774.9999999999987,100,0.05,1.3333333333333333,0.3333333333333333,0,0
578,733.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
579,629.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
580,576.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
581,588.9999999999987,100,0.05,2.0,0.6666666666666666,0,0
582,755.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
583,778.9999999999987,100,0.05,1.3333333333333333,0.3333333333333333,0,0
584,605.9999999999987,100,0.05,2.0,0.6666666666666666,0,0
585,723.9999999999989,100,0.05,1.0,0.3333333333333333,0,0
586,506.99999999999966,100,0.05,1.0,0.3333333333333333,0,0
587,537.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
588,785.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
589,696.9999999999987,100,0.05,1.6666666666666667,0.3333333333333333,0,0
590,775.9999999999986,100,0.05,1.0,0.3333333333333333,0,0
591,649.999999999999,100,0.05,1.6666666666666667,0.3333333333333333,0,0
592,747.9999999999989,100,0.05,1.6666666666666667,0.3333333333333333,0,0
593,585.9999999999989,100,0.05,1.3333333333333333,0.0,0,0
594,628.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
595,625.9999999999987,100,0.05,1.0,0.3333333333333333,0,0
596,595.9999999999993,100,0.05,1.0,0.3333333333333333,0,0
597,584.9999999999991,100,0.05,1.0,0.3333333333333333,0,0
598,509.99999999999903,100,0.05,1.0,0.3333333333333333,0,0
599,514.9999999999995,100,0.05,1.0,0.3333333333333333,0,0
